employee_id,age,experience_years,education,city,company_size,hours_worked_per_week,certifications,remote_work,performance_rating,salary
412,47,12,Bachelor,Kochi,124,46,1,Yes,3.14,1246300
413,24,0,Master,Hyderabad,2367,51,4,Yes,4.52,925600
414,39,11,Bachelor,Coimbatore,859,49,10,Yes,4.23,1654300
415,56,18,Master,Mumbai,404,59,6,No,3.25,2069700
416,41,12,Master,Pune,3649,56,3,No,4.27,1762800
417,55,20,Master,Pune,2429,44,2,Yes,2.56,1979600
418,32,6,High School,Mumbai,4579,38,2,Yes,3.75,983600
419,37,12,Master,Chennai,1279,59,5,Yes,4.32,1740700
420,60,24,Master,Delhi,617,55,5,Yes,4.87,2487600
421,54,23,Bachelor,Kochi,773,41,3,Yes,3.99,2211700
422,42,11,Master,Coimbatore,4618,56,10,Yes,2.34,1679400
423,43,7,Bachelor,Pune,346,51,5,No,4.75,1329800
424,28,1,Bachelor,Delhi,4233,55,8,No,3.46,1016500
425,39,12,Bachelor,Bangalore,1391,60,8,Yes,3.88,1641900
426,34,5,Master,Kochi,871,36,8,No,3.94,1128800
427,25,2,Bachelor,Delhi,330,32,1,Yes,2.53,561200
428,37,5,Diploma,Mumbai,3359,42,7,No,3.3,1013500
429,22,0,High School,Bangalore,4817,31,1,No,4.78,702300
430,27,2,Bachelor,Mumbai,3605,42,6,Yes,3.42,983600
431,55,21,Master,Mumbai,1200,39,10,No,4.87,2471800
432,21,0,Diploma,Chennai,4711,49,6,Yes,2.91,676000
433,43,14,Master,Hyderabad,1338,35,3,No,2.58,1695700
434,32,4,High School,Coimbatore,4522,32,4,Yes,2.75,739700
435,33,6,Bachelor,Hyderabad,1941,33,4,Yes,4.7,1111500
436,41,9,Bachelor,Hyderabad,4653,48,5,No,4.88,1549700
437,31,8,Diploma,Kochi,2286,56,5,Yes,4.04,1281300
438,42,15,Bachelor,Mumbai,4009,47,1,Yes,3.94,1703700
439,26,5,Diploma,Pune,2176,53,10,Yes,4.18,1088400
440,22,1,Master,Kochi,4853,36,0,No,3.63,815600
441,55,15,Bachelor,Pune,4850,53,4,Yes,3.39,1804800
442,53,21,High School,Pune,1378,54,8,Yes,3.34,2076000
443,32,3,Master,Hyderabad,3980,60,5,Yes,2.66,1051000
444,52,18,Diploma,Pune,4262,59,5,No,3.41,1989500
445,50,18,Bachelor,Bangalore,4291,50,4,No,3.74,2002700
446,57,23,Bachelor,Bangalore,4252,38,6,Yes,3.55,2346200
447,43,14,Master,Chennai,4131,58,2,No,2.5,1695700
448,25,0,Diploma,Hyderabad,2987,49,1,Yes,3.24,598000
449,42,11,Bachelor,Pune,4859,35,10,No,2.07,1401800
450,23,2,Diploma,Chennai,4708,34,0,Yes,2.77,687100
451,32,3,PhD,Chennai,2342,60,1,Yes,3.35,1155200
452,51,19,Master,Hyderabad,4793,56,2,No,2.5,2043400
453,42,16,High School,Kochi,3177,34,1,Yes,2.61,1460200
454,53,16,Bachelor,Hyderabad,3918,58,9,Yes,4.63,1975400
455,55,18,Bachelor,Hyderabad,4963,47,0,No,3.57,1923400
456,44,17,Bachelor,Coimbatore,3143,41,9,Yes,3.28,1857100
457,37,7,Master,Mumbai,4921,58,8,No,2.77,1434900
458,21,0,Bachelor,Bangalore,4277,30,6,Yes,4.06,711500
459,41,10,Bachelor,Mumbai,2160,57,8,No,3.69,1556700
460,60,22,Master,Kochi,4542,55,8,No,2.54,2438200
461,56,18,Bachelor,Delhi,3281,53,2,Yes,4.24,1981400
462,49,18,Diploma,Kochi,2792,55,8,Yes,2.48,1732300
463,21,0,Bachelor,Kochi,742,32,4,Yes,3.11,501300
464,59,25,PhD,Mumbai,4914,31,2,No,3.32,2561100
465,33,11,Bachelor,Pune,295,55,9,Yes,3.85,1445700
466,23,0,PhD,Bangalore,2280,54,6,No,4.01,1162600
467,46,11,Master,Bangalore,758,47,4,No,3.04,1454800
468,38,11,Bachelor,Kochi,4729,30,4,Yes,3.22,1535700
469,27,0,Bachelor,Bangalore,4224,60,4,No,4.08,895400
470,45,9,Master,Coimbatore,3794,58,9,Yes,3.45,1564400
471,37,13,PhD,Pune,2606,43,5,Yes,4.1,1909300
472,37,9,Bachelor,Delhi,642,47,2,No,2.94,1227500
473,34,9,Master,Pune,4107,53,3,Yes,4.21,1517200
474,37,10,Diploma,Delhi,1297,54,1,Yes,4.76,1396900
475,52,14,Bachelor,Chennai,3970,41,9,No,3.48,1716500
476,57,23,PhD,Mumbai,3279,37,9,Yes,2.16,2373400
477,48,12,Bachelor,Kochi,1451,44,1,No,2.95,1410200
478,21,0,Bachelor,Delhi,2982,49,4,Yes,3.65,785100
479,36,8,Bachelor,Hyderabad,4105,43,3,No,4.1,1466900
480,44,11,Bachelor,Hyderabad,4737,51,3,Yes,4.16,1607900
481,36,3,Diploma,Hyderabad,3894,55,0,Yes,3.26,793300
482,29,8,Bachelor,Delhi,4006,39,4,Yes,3.2,1236000
483,31,10,Bachelor,Bangalore,3705,53,5,No,3.08,1486600
484,56,15,Bachelor,Kochi,1013,41,10,Yes,3.73,1747600
485,55,22,Bachelor,Coimbatore,3681,58,1,No,3.84,2328700
486,50,16,Diploma,Delhi,3475,50,9,No,4.55,1918300
487,25,4,Bachelor,Mumbai,2211,49,10,No,2.81,1097800
488,49,18,Master,Coimbatore,3411,35,2,Yes,2.38,1732800
489,36,5,Master,Bangalore,1745,35,6,Yes,2.29,925000
490,51,17,Bachelor,Bangalore,871,38,9,Yes,2.25,1735800
491,45,13,Bachelor,Hyderabad,1095,46,2,Yes,2.11,1420700
492,43,14,Bachelor,Mumbai,4513,44,2,Yes,3.77,1642100
493,50,14,Bachelor,Mumbai,2864,45,8,Yes,4.41,1760100
494,49,15,Diploma,Chennai,20,46,2,No,2.86,1489800
495,55,27,Master,Coimbatore,2474,30,6,No,3.79,2614300
496,21,0,Master,Kochi,3253,37,2,No,4.49,884500
497,35,8,Diploma,Mumbai,2352,50,8,No,3.24,1309000
498,25,3,Bachelor,Coimbatore,2249,52,9,No,2.56,1022600
499,22,1,High School,Bangalore,2331,38,2,No,4.18,801900
500,35,8,Diploma,Kochi,2572,55,7,No,3.39,1285000
501,23,0,PhD,Chennai,2203,54,6,Yes,3.63,1134400
502,32,8,Master,Chennai,1019,54,3,No,4.31,1519400
503,49,16,Diploma,Bangalore,4289,51,3,No,3.17,1888900
504,40,13,Master,Bangalore,2095,45,10,No,2.6,1709500
505,24,3,Diploma,Kochi,2678,30,2,No,3.75,761400
506,46,15,High School,Coimbatore,4904,34,5,Yes,2.75,1539100
507,52,22,Master,Chennai,509,41,10,Yes,4.1,2382600
508,27,5,PhD,Delhi,3613,53,3,Yes,4.07,1414900
509,43,12,High School,Coimbatore,4599,39,8,No,2.57,1387800
510,32,4,Bachelor,Hyderabad,584,46,2,No,2.89,856500
511,37,6,Master,Kochi,1539,58,0,No,4.33,1269600
512,36,8,PhD,Kochi,1575,46,10,No,4.3,1684500
513,30,3,Bachelor,Bangalore,808,46,10,Yes,2.13,841000
514,29,5,Diploma,Pune,828,31,9,No,3.97,1022100
515,54,16,High School,Pune,4983,52,1,Yes,4.79,1757700
516,34,3,Master,Coimbatore,517,41,8,No,4.47,1032400
517,24,2,High School,Bangalore,2509,32,3,Yes,2.3,530100
518,35,6,Bachelor,Pune,4689,50,2,No,4.24,1242400
519,57,19,Bachelor,Bangalore,1386,55,2,No,3.51,2015600
520,31,2,Master,Delhi,4526,40,5,No,4.29,1085000
521,48,17,Diploma,Pune,3092,54,8,No,3.08,1824000
522,49,13,Master,Mumbai,4900,30,8,Yes,4.98,1888500
523,40,19,Diploma,Delhi,197,54,4,Yes,2.28,1731200
524,50,16,Bachelor,Pune,1928,38,4,Yes,3.71,1773200
525,57,25,Master,Coimbatore,1436,45,9,Yes,3.79,2510200
526,40,16,Bachelor,Chennai,2759,41,6,No,4.79,1961100
527,28,5,Bachelor,Chennai,3153,31,4,Yes,2.96,942100
528,57,23,Diploma,Chennai,3238,44,9,Yes,2.67,2220300
529,39,11,Bachelor,Coimbatore,4701,53,0,No,2.79,1393400
530,46,9,Diploma,Hyderabad,3959,47,3,No,3.19,1248900
531,57,22,Master,Pune,2005,32,4,No,2.97,2235500
532,57,25,Bachelor,Delhi,1580,40,5,Yes,4.31,2447100
533,31,10,PhD,Coimbatore,1214,44,0,Yes,2.6,1418700
534,44,16,High School,Chennai,2011,60,9,Yes,4.61,1971100
535,39,15,Diploma,Coimbatore,3879,30,5,Yes,4.22,1677100
536,34,8,Bachelor,Coimbatore,1177,52,10,Yes,3.13,1384800
537,54,21,Bachelor,Mumbai,454,44,10,Yes,2.2,2027500
538,38,6,Bachelor,Bangalore,176,39,10,No,2.69,971400
539,45,9,Master,Coimbatore,4911,47,1,Yes,2.6,1344500
540,50,13,High School,Mumbai,2752,45,6,Yes,2.06,1347700
541,43,11,PhD,Mumbai,527,50,4,No,4.67,1798200
542,22,1,Diploma,Delhi,3238,51,2,Yes,4.19,742900
543,54,23,Bachelor,Pune,3438,37,9,Yes,3.28,2273400
544,40,13,Bachelor,Pune,1155,48,8,Yes,4.59,1704100
545,40,8,Master,Kochi,1209,50,9,Yes,2.95,1285300
546,56,16,Diploma,Hyderabad,261,54,5,No,4.88,1791200
547,40,4,Master,Mumbai,1264,54,3,Yes,2.39,1026800
548,22,0,Bachelor,Pune,4905,37,3,Yes,3.08,629200
549,51,21,Bachelor,Delhi,1527,57,6,No,3.42,2252200
550,31,6,Master,Chennai,2230,60,6,Yes,4.23,1403800
551,33,7,Master,Coimbatore,4033,52,5,No,4.66,1483700
552,48,15,Master,Kochi,2583,42,9,Yes,3.56,1906700
553,49,10,Master,Pune,4269,47,6,Yes,3.67,1615600
554,54,20,Diploma,Coimbatore,3280,58,4,No,3.38,1907800
555,48,14,Bachelor,Hyderabad,3817,56,10,No,2.27,1853500
556,53,23,Master,Hyderabad,3240,43,5,No,2.07,2308800
557,50,13,Diploma,Coimbatore,758,38,5,Yes,4.16,1441800
558,28,7,Bachelor,Bangalore,4311,52,6,Yes,3.14,1311200
559,45,16,Bachelor,Hyderabad,1348,57,2,Yes,4.31,1845500
560,24,0,Master,Coimbatore,2385,50,2,Yes,4.7,951900
561,33,12,High School,Coimbatore,4104,47,0,No,2.71,1322400
562,58,20,Bachelor,Chennai,2024,58,8,No,3.86,2163500
563,56,21,Diploma,Chennai,2879,31,2,Yes,4.0,1938800
564,59,20,High School,Kochi,1480,35,10,No,3.83,2110700
565,59,19,PhD,Delhi,313,32,4,No,3.11,2021900
566,45,16,Master,Bangalore,2418,45,2,Yes,4.08,1817400
567,38,8,Diploma,Pune,496,33,9,Yes,3.45,1177100
568,59,30,Bachelor,Delhi,2147,46,9,No,4.78,2850900
569,60,20,Bachelor,Coimbatore,1493,58,9,Yes,4.13,2193100
570,33,7,Bachelor,Bangalore,1718,55,9,No,3.24,1304800
571,42,9,Diploma,Pune,2327,38,1,No,2.9,1184000
572,56,20,Bachelor,Delhi,3264,53,9,Yes,4.5,2278300
573,33,5,Bachelor,Coimbatore,311,50,2,No,2.47,937100
574,50,20,Bachelor,Kochi,478,56,8,No,3.69,2088800
575,41,11,Bachelor,Delhi,2916,32,2,No,4.52,1478500
576,42,16,Master,Kochi,1555,49,1,No,4.12,1885700
577,41,11,High School,Pune,3064,44,4,Yes,3.58,1312000
578,32,10,Master,Bangalore,3655,46,0,No,4.71,1633900
579,30,7,Master,Mumbai,2701,34,1,Yes,2.62,1222200
580,23,0,Bachelor,Chennai,2567,59,0,Yes,3.0,707100
581,23,2,Master,Chennai,4751,54,4,Yes,2.96,1060200
582,33,6,Master,Bangalore,2253,34,2,No,2.34,1113300
583,60,22,Bachelor,Delhi,2240,34,4,Yes,2.51,2015700
584,40,9,Bachelor,Hyderabad,257,45,10,Yes,2.32,1211700
585,24,3,Master,Coimbatore,2933,39,5,Yes,4.14,1119200
586,55,26,Master,Hyderabad,781,56,7,Yes,3.37,2619800
587,50,10,Diploma,Mumbai,2997,42,2,No,4.37,1382500
588,41,11,Bachelor,Delhi,3941,44,2,No,4.3,1541500
589,59,19,Bachelor,Bangalore,2689,47,10,Yes,4.38,2148400
590,55,16,Diploma,Pune,4508,35,7,No,2.2,1660600
591,34,9,Master,Kochi,4666,55,5,Yes,2.52,1383500
592,25,2,Master,Bangalore,4871,49,7,No,3.67,1047600
593,49,20,High School,Bangalore,4905,54,6,No,3.48,2176000
594,24,3,Master,Chennai,1221,51,2,No,3.59,1065600
595,45,11,Diploma,Delhi,2475,48,10,No,4.76,1582600
596,48,14,PhD,Chennai,4201,42,2,No,2.19,1660400
597,56,21,Bachelor,Delhi,918,57,4,Yes,2.71,2037700
598,58,20,Bachelor,Kochi,3585,47,3,Yes,3.42,2075000
599,33,1,Bachelor,Kochi,1283,39,10,Yes,2.4,718200
600,25,1,Master,Kochi,1132,32,2,No,4.58,863900
601,59,26,Bachelor,Kochi,4542,56,7,No,3.07,2528200
602,32,6,Bachelor,Pune,4130,38,6,No,2.1,1066400
603,23,0,Diploma,Coimbatore,675,34,8,No,3.39,589600
604,26,0,Diploma,Bangalore,4437,55,9,No,3.84,866600
605,42,12,Bachelor,Coimbatore,4721,53,5,No,3.06,1599100
606,39,10,Master,Mumbai,4637,38,0,No,3.73,1484900
607,57,30,Master,Chennai,2369,45,1,Yes,3.52,2782500
608,38,10,Bachelor,Mumbai,136,53,1,Yes,4.73,1455500
609,30,3,Diploma,Pune,3992,35,8,Yes,3.03,821700
610,26,5,Master,Coimbatore,3402,54,6,Yes,3.98,1291300
611,31,7,Bachelor,Mumbai,970,31,2,No,3.2,1120300
612,40,4,Master,Pune,3131,51,6,No,2.79,1151600
613,54,20,Master,Coimbatore,3149,51,5,Yes,2.29,2085300
614,55,15,Bachelor,Mumbai,2764,38,4,Yes,2.77,1528700
615,58,18,Master,Pune,4279,40,10,Yes,2.94,2137600
616,21,0,High School,Bangalore,4322,33,10,No,3.05,608900
617,39,10,Bachelor,Chennai,4887,51,3,Yes,4.12,1517200
618,28,7,Bachelor,Hyderabad,928,52,2,No,2.88,1140500
619,25,0,Bachelor,Kochi,2669,38,2,Yes,2.83,529200
620,24,0,High School,Mumbai,1477,44,1,No,4.94,711900
621,33,5,Bachelor,Hyderabad,4448,54,6,Yes,3.84,1193300
622,27,6,Diploma,Bangalore,596,48,4,No,2.06,838100
623,52,21,Master,Kochi,2202,34,5,No,3.72,2262700
624,53,17,Bachelor,Kochi,594,47,3,Yes,3.15,1657100
625,51,20,PhD,Delhi,2500,42,0,Yes,3.1,2190700
626,42,15,Master,Pune,1466,47,0,No,3.98,1812300
627,40,9,Bachelor,Delhi,4005,32,10,No,4.21,1390700
628,29,5,PhD,Pune,4027,42,1,No,3.5,1283200
629,49,17,Bachelor,Delhi,370,42,1,Yes,4.42,1781000
630,54,15,Master,Hyderabad,4766,37,1,Yes,4.21,1855500
631,52,16,Master,Chennai,2008,52,10,Yes,2.04,1828200
632,24,3,High School,Hyderabad,4861,32,1,Yes,3.49,698100
633,60,24,Bachelor,Kochi,2676,33,10,Yes,2.96,2398000
634,34,8,Bachelor,Bangalore,2263,34,6,Yes,4.09,1226200
635,56,22,Bachelor,Hyderabad,838,55,10,No,4.33,2396700
636,22,1,High School,Bangalore,4883,58,4,No,4.08,850800
637,51,17,Bachelor,Coimbatore,3395,37,2,Yes,3.79,1787500
638,52,17,Master,Mumbai,2869,43,0,Yes,2.58,1775700
639,54,23,Master,Pune,3822,54,10,Yes,2.83,2442200
640,33,8,Master,Coimbatore,4095,35,2,Yes,2.16,1211400
641,44,13,Bachelor,Coimbatore,374,33,0,Yes,2.47,1341300
642,22,0,Master,Coimbatore,4875,48,5,No,2.6,861900
643,41,12,Diploma,Pune,3399,57,3,No,4.67,1635500
644,25,0,Master,Hyderabad,1790,59,9,No,2.53,916400
645,44,16,Bachelor,Mumbai,1676,40,2,Yes,4.08,1810800
646,24,1,Bachelor,Kochi,1422,54,5,Yes,4.66,960500
647,59,25,PhD,Hyderabad,4755,47,3,Yes,3.24,2683600
648,54,9,Bachelor,Coimbatore,2306,30,6,Yes,2.74,1230800
649,48,10,Bachelor,Hyderabad,4719,58,0,No,4.94,1521800
650,23,2,Bachelor,Kochi,4370,42,7,Yes,3.36,933200
651,36,13,Bachelor,Kochi,1805,34,5,No,2.72,1525700
652,26,5,Diploma,Coimbatore,4692,53,9,Yes,4.93,1282900
653,50,18,Bachelor,Delhi,3823,52,10,Yes,4.58,2074900
654,25,0,Bachelor,Mumbai,3508,54,4,Yes,4.36,931200
655,26,1,Master,Delhi,442,33,6,No,3.4,794000
656,23,0,Bachelor,Bangalore,4613,52,3,Yes,4.94,950600
657,36,4,Master,Pune,1866,40,5,No,3.51,1081100
658,48,16,Bachelor,Coimbatore,4127,46,1,No,4.13,1860100
659,55,23,Bachelor,Bangalore,1562,58,7,Yes,2.24,2175000
660,32,4,Diploma,Mumbai,937,52,2,No,2.45,903700
661,34,3,Bachelor,Hyderabad,3902,41,6,No,4.21,1058500
662,22,0,Master,Pune,4276,50,5,No,3.74,977500
663,41,7,Bachelor,Coimbatore,3771,39,9,Yes,4.69,1399600
664,40,12,Bachelor,Mumbai,407,34,5,No,3.37,1455900
665,31,4,Bachelor,Hyderabad,1456,56,10,Yes,2.48,1015500
666,28,6,Diploma,Mumbai,3048,35,3,Yes,4.0,1045700
667,43,15,PhD,Mumbai,1015,59,0,No,4.79,2070000
668,30,9,Diploma,Delhi,2441,45,4,Yes,4.4,1277100
669,49,16,Bachelor,Chennai,1162,51,8,Yes,2.92,1807200
670,46,13,Bachelor,Delhi,470,49,10,Yes,3.75,1638500
671,35,9,Diploma,Bangalore,4430,57,7,Yes,4.93,1428900
672,46,15,Bachelor,Chennai,2977,42,2,No,3.11,1702400
673,44,16,Bachelor,Coimbatore,4615,32,3,No,4.22,1836200
674,47,16,Master,Kochi,3413,34,9,Yes,2.43,1805800
675,40,5,PhD,Bangalore,4858,54,6,Yes,2.02,1303000
676,38,6,Master,Hyderabad,1652,35,6,No,3.66,1264100
677,23,2,Bachelor,Coimbatore,4601,53,7,Yes,2.08,838200
678,21,0,Bachelor,Coimbatore,1037,50,10,No,3.25,857800
679,52,22,High School,Mumbai,4059,32,9,No,3.74,2117100
680,57,19,Bachelor,Bangalore,3077,46,9,Yes,4.54,2191400
681,31,4,Bachelor,Hyderabad,2947,35,0,No,3.08,861600
682,43,15,Bachelor,Bangalore,4229,36,10,Yes,4.29,1903200
683,59,22,Master,Mumbai,2243,51,5,Yes,3.6,2254300
684,43,13,Bachelor,Delhi,3992,43,5,Yes,2.31,1512100
685,30,0,Master,Bangalore,3438,44,1,Yes,4.46,887000
686,22,0,Bachelor,Coimbatore,4915,46,5,Yes,4.13,874500
687,22,0,Diploma,Hyderabad,1876,39,2,Yes,2.39,444800
688,26,0,Diploma,Chennai,3987,54,6,Yes,2.59,715600
689,23,2,High School,Bangalore,2092,31,1,No,4.0,629000
690,27,4,Diploma,Pune,1533,51,5,Yes,2.27,706600
691,38,12,Diploma,Pune,4156,48,1,Yes,4.46,1496900
692,21,0,PhD,Hyderabad,4420,30,1,Yes,4.76,988300
693,51,15,Bachelor,Bangalore,1501,56,5,No,3.27,1802800
694,53,19,PhD,Bangalore,3836,33,8,Yes,3.49,2275700
695,44,12,High School,Delhi,4064,33,6,No,3.37,1362900
696,40,9,Diploma,Kochi,2400,57,6,Yes,4.57,1329800
697,51,20,High School,Coimbatore,881,42,7,Yes,2.36,1788700
698,46,11,Diploma,Hyderabad,550,41,3,No,2.6,1240200
699,46,19,Master,Mumbai,4787,48,4,No,3.07,2183800
700,59,31,Bachelor,Hyderabad,3744,33,1,No,3.47,2646100
701,35,7,High School,Chennai,578,45,10,Yes,4.92,1226000
702,45,12,Bachelor,Bangalore,646,51,8,No,4.38,1629100
703,33,6,Bachelor,Delhi,4448,47,0,Yes,4.97,1297000
704,28,2,Bachelor,Coimbatore,314,31,2,No,4.65,842300
705,31,4,Master,Coimbatore,916,48,10,No,3.98,1236300
706,55,17,Master,Chennai,3226,38,7,No,3.85,2010600
707,43,13,High School,Chennai,1070,56,5,No,4.43,1551800
708,58,28,Bachelor,Bangalore,3527,41,5,No,3.05,2580200
709,36,9,Bachelor,Bangalore,2517,33,5,Yes,2.06,1231600
710,41,16,Bachelor,Kochi,2204,30,7,Yes,4.96,1906800
711,45,12,High School,Coimbatore,839,52,10,Yes,3.01,1423400
712,53,20,Diploma,Mumbai,2996,43,3,No,3.91,1922500
713,25,4,Bachelor,Chennai,2455,48,6,Yes,3.87,1028900
714,26,2,Bachelor,Mumbai,571,48,8,No,3.28,825600
715,43,14,Bachelor,Mumbai,3566,51,8,No,2.6,1642200
716,46,14,Bachelor,Hyderabad,172,50,8,Yes,3.73,1732700
717,34,4,Master,Mumbai,4384,55,9,No,4.8,1333100
718,24,0,Diploma,Hyderabad,2479,57,6,No,2.96,703700
719,25,0,Bachelor,Mumbai,1335,38,10,Yes,3.22,685000
720,28,4,Master,Mumbai,3822,45,8,No,3.27,1209900
721,23,1,High School,Mumbai,4531,35,10,Yes,4.89,954000
722,52,18,Master,Delhi,4948,39,1,No,4.69,2089900
723,26,0,Master,Pune,936,48,8,Yes,3.57,940500
724,58,28,Bachelor,Bangalore,1970,49,1,No,2.99,2447600
725,58,21,Master,Kochi,1805,34,1,Yes,2.64,1914600
726,38,8,Bachelor,Coimbatore,4390,41,1,No,3.64,1275000
727,51,14,Master,Hyderabad,2993,45,5,No,2.06,1552400
728,59,27,Master,Chennai,1983,38,8,No,2.93,2607800
729,44,17,Bachelor,Pune,3644,42,0,No,4.78,1876700
730,37,7,Master,Mumbai,1743,57,2,No,3.89,1458400
731,47,16,High School,Coimbatore,3879,53,6,No,4.15,1801900
732,27,5,Bachelor,Delhi,3467,49,8,No,3.36,1115000
733,22,0,Diploma,Coimbatore,1134,30,6,Yes,3.88,540000
734,41,10,Diploma,Hyderabad,4886,51,6,No,3.35,1407600
735,29,4,Master,Mumbai,1647,32,6,No,2.55,1064000
736,45,20,Diploma,Chennai,4595,50,9,Yes,4.72,2180900
737,50,18,Diploma,Kochi,3533,49,4,Yes,2.27,1824100
738,44,15,High School,Kochi,3736,56,10,No,2.36,1753900
739,34,9,Master,Mumbai,4068,42,2,No,4.57,1618400
740,59,24,Master,Pune,3446,35,6,Yes,2.09,2376400
741,37,9,Diploma,Coimbatore,722,30,7,Yes,4.61,1317600
742,46,13,Master,Mumbai,618,33,8,Yes,2.16,1446100
743,36,6,Bachelor,Chennai,63,38,8,No,2.91,1040200
744,46,14,Master,Chennai,4775,35,4,Yes,3.51,1729700
745,42,13,Bachelor,Kochi,1181,38,1,No,2.13,1338200
746,29,0,Bachelor,Delhi,3543,39,4,No,3.55,761500
747,48,18,PhD,Hyderabad,4572,57,10,No,2.16,2217800
748,30,7,Bachelor,Hyderabad,3846,43,1,No,2.12,1068000
749,43,17,Bachelor,Bangalore,1232,33,5,Yes,2.61,1686600
750,39,11,Bachelor,Mumbai,4634,58,10,Yes,3.75,1716200
751,21,0,Bachelor,Bangalore,2036,54,7,Yes,4.66,915600
752,22,0,Diploma,Delhi,4856,59,1,No,2.46,771900
753,26,0,Bachelor,Mumbai,4887,51,0,No,4.91,910600
754,60,25,Master,Hyderabad,1751,57,0,No,2.97,2385000
755,24,1,Bachelor,Bangalore,3287,38,2,Yes,4.9,818400
756,46,19,Diploma,Kochi,2354,50,10,Yes,2.36,1960700
757,52,20,Master,Hyderabad,2961,51,1,No,3.54,2069700
758,52,15,Bachelor,Kochi,759,54,6,No,3.84,1802100
759,48,15,Bachelor,Coimbatore,1856,50,10,Yes,4.79,1927600
760,54,17,Bachelor,Kochi,668,59,7,No,2.45,1782300
761,29,3,Diploma,Kochi,2440,48,0,Yes,4.75,858300
762,53,21,High School,Mumbai,2931,38,9,Yes,4.31,2159200
763,22,1,Diploma,Hyderabad,3239,31,1,No,4.63,784800
764,40,9,Master,Coimbatore,2191,40,2,Yes,2.56,1347300
765,59,22,Bachelor,Chennai,67,42,1,Yes,2.52,1983900
766,51,15,Bachelor,Coimbatore,2500,49,9,No,4.07,1906400
767,46,15,Diploma,Pune,936,56,0,Yes,4.58,1630500
768,34,6,Diploma,Pune,725,39,7,Yes,3.42,1004900
769,22,1,Master,Coimbatore,3993,45,0,No,3.76,980900
770,33,5,Bachelor,Delhi,84,33,10,No,4.94,1256300
771,52,18,Bachelor,Mumbai,323,45,6,No,3.54,1821900
772,60,29,Master,Pune,517,46,0,No,3.73,2586600
773,56,26,Bachelor,Coimbatore,977,45,9,No,3.34,2519300
774,48,18,Diploma,Delhi,3609,37,8,Yes,3.76,1909500
775,42,17,Master,Coimbatore,1094,58,4,No,4.88,2058600
776,44,15,Master,Pune,2333,52,1,No,2.39,1621900
777,33,9,Master,Coimbatore,2507,37,3,Yes,5.0,1554100
778,43,15,Diploma,Chennai,541,40,6,Yes,3.85,1570700
779,28,0,PhD,Delhi,402,54,8,No,4.69,1112300
780,53,18,High School,Coimbatore,3764,60,1,Yes,4.34,1892700
781,60,24,Master,Chennai,4175,33,2,Yes,4.61,2327100
782,44,15,Bachelor,Coimbatore,833,34,10,No,3.0,1729800
783,29,6,PhD,Chennai,2029,56,7,No,2.86,1436500
784,31,8,Master,Delhi,2030,34,8,No,4.36,1491700
785,29,5,Bachelor,Coimbatore,4248,55,10,No,4.83,1346200
786,49,17,Master,Bangalore,714,40,5,No,4.95,2037900
787,31,3,High School,Hyderabad,4726,31,10,No,3.26,924900
788,56,24,Bachelor,Delhi,84,56,4,Yes,4.1,2243900
789,49,12,Bachelor,Coimbatore,2848,58,10,No,4.33,1707000
790,40,14,Bachelor,Hyderabad,4283,47,4,Yes,2.28,1618700
791,56,19,Bachelor,Chennai,248,58,8,No,2.72,2011400
792,40,10,Diploma,Chennai,3075,38,10,No,2.37,1162200
793,28,0,High School,Delhi,1954,55,9,Yes,3.05,720100
794,39,8,Bachelor,Hyderabad,3113,46,3,Yes,2.98,1134100
795,58,24,Bachelor,Hyderabad,3507,56,6,Yes,2.28,2379500
796,48,18,Bachelor,Delhi,4331,42,9,No,4.62,2109700
797,58,19,Bachelor,Coimbatore,3435,56,2,Yes,3.52,2011700
798,52,18,Master,Bangalore,1761,44,7,Yes,4.24,2080000
799,56,15,Bachelor,Kochi,923,33,5,No,2.12,1615400
800,30,7,Bachelor,Mumbai,4000,30,2,Yes,4.35,1229400
801,47,21,Master,Pune,1519,56,7,Yes,2.37,2210600
802,43,14,Bachelor,Mumbai,4654,44,5,No,3.43,1728500
803,59,23,Bachelor,Coimbatore,3698,34,5,Yes,4.4,2331300
804,60,21,Bachelor,Chennai,3649,53,4,Yes,4.6,2285100
805,22,0,Master,Bangalore,4602,32,3,Yes,4.87,891900
806,54,21,Master,Bangalore,4376,35,0,No,4.36,2278000
807,36,11,Bachelor,Bangalore,4390,49,5,No,3.77,1491600
808,52,19,Bachelor,Kochi,217,57,8,No,3.15,1992600
809,26,4,Diploma,Hyderabad,1516,38,1,Yes,2.92,759200
810,47,15,PhD,Hyderabad,242,52,0,No,3.17,1792500
811,41,15,Bachelor,Bangalore,444,36,3,Yes,3.48,1664400
812,53,18,High School,Coimbatore,4551,43,1,No,2.09,1679600
813,35,8,Bachelor,Bangalore,2037,54,8,Yes,2.91,1301700
814,47,10,Bachelor,Hyderabad,3078,47,2,Yes,3.61,1418300
815,48,19,High School,Coimbatore,2389,50,2,Yes,2.18,1704100
816,51,17,Bachelor,Delhi,1762,48,8,No,2.14,1845100
817,55,18,Bachelor,Bangalore,1164,53,8,No,4.63,2083200
818,34,2,Bachelor,Delhi,2161,54,7,No,2.74,826500
819,41,10,Bachelor,Chennai,1115,50,0,No,2.01,1230900
820,21,0,Master,Coimbatore,3237,47,1,Yes,3.62,776900
